,gene,Category
1,RVBD0650,Glycolysis_/_Gluconeogenesis
2,RVBD0946c,Glycolysis_/_Gluconeogenesis
3,RVBD2029c,Glycolysis_/_Gluconeogenesis
4,RVBD3010c,Glycolysis_/_Gluconeogenesis
5,RVBD1099c,Glycolysis_/_Gluconeogenesis
6,RVBD0363c,Glycolysis_/_Gluconeogenesis
7,RVBD1438,Glycolysis_/_Gluconeogenesis
8,RVBD1436,Glycolysis_/_Gluconeogenesis
9,RVBD1437,Glycolysis_/_Gluconeogenesis
10,RVBD0489,Glycolysis_/_Gluconeogenesis
11,RVBD1023,Glycolysis_/_Gluconeogenesis
12,RVBD1617,Glycolysis_/_Gluconeogenesis
13,RVBD2241,Glycolysis_/_Gluconeogenesis
14,RVBD2497c,Glycolysis_/_Gluconeogenesis
15,RVBD0843,Glycolysis_/_Gluconeogenesis
16,RVBD2496c,Glycolysis_/_Gluconeogenesis
17,RVBD2495c,Glycolysis_/_Gluconeogenesis
18,RVBD0462,Glycolysis_/_Gluconeogenesis
19,RVBD3303c,Glycolysis_/_Gluconeogenesis
20,RVBD0794c,Glycolysis_/_Gluconeogenesis
21,RVBD2455c,Glycolysis_/_Gluconeogenesis
22,RVBD2454c,Glycolysis_/_Gluconeogenesis
23,RVBD0761c,Glycolysis_/_Gluconeogenesis
24,RVBD1862,Glycolysis_/_Gluconeogenesis
25,RVBD0162c,Glycolysis_/_Gluconeogenesis
26,RVBD1530,Glycolysis_/_Gluconeogenesis
27,RVBD0768,Glycolysis_/_Gluconeogenesis
28,RVBD2858c,Glycolysis_/_Gluconeogenesis
29,RVBD0147,Glycolysis_/_Gluconeogenesis
30,RVBD0223c,Glycolysis_/_Gluconeogenesis
31,RVBD3293,Glycolysis_/_Gluconeogenesis
32,RVBD0458,Glycolysis_/_Gluconeogenesis
33,RVBD3667,Glycolysis_/_Gluconeogenesis
34,RVBD3068c,Glycolysis_/_Gluconeogenesis
35,RVBD2702,Glycolysis_/_Gluconeogenesis
36,RVBD0211,Glycolysis_/_Gluconeogenesis
37,RVBD0889c,Citrate_cycle_(TCA_cycle)
38,RVBD0896,Citrate_cycle_(TCA_cycle)
39,RVBD1131,Citrate_cycle_(TCA_cycle)
40,RVBD1475c,Citrate_cycle_(TCA_cycle)
41,RVBD0066c,Citrate_cycle_(TCA_cycle)
42,RVBD3339c,Citrate_cycle_(TCA_cycle)
43,RVBD2215,Citrate_cycle_(TCA_cycle)
44,RVBD0462,Citrate_cycle_(TCA_cycle)
45,RVBD3303c,Citrate_cycle_(TCA_cycle)
46,RVBD0794c,Citrate_cycle_(TCA_cycle)
47,RVBD2455c,Citrate_cycle_(TCA_cycle)
48,RVBD2454c,Citrate_cycle_(TCA_cycle)
49,RVBD0952,Citrate_cycle_(TCA_cycle)
50,RVBD0951,Citrate_cycle_(TCA_cycle)
51,RVBD3318,Citrate_cycle_(TCA_cycle)
52,RVBD0248c,Citrate_cycle_(TCA_cycle)
53,RVBD3319,Citrate_cycle_(TCA_cycle)
54,RVBD0247c,Citrate_cycle_(TCA_cycle)
55,RVBD3316,Citrate_cycle_(TCA_cycle)
56,RVBD3317,Citrate_cycle_(TCA_cycle)
57,RVBD1552,Citrate_cycle_(TCA_cycle)
58,RVBD1553,Citrate_cycle_(TCA_cycle)
59,RVBD1554,Citrate_cycle_(TCA_cycle)
60,RVBD1555,Citrate_cycle_(TCA_cycle)
61,RVBD1098c,Citrate_cycle_(TCA_cycle)
62,RVBD1240,Citrate_cycle_(TCA_cycle)
63,RVBD2852c,Citrate_cycle_(TCA_cycle)
64,RVBD2967c,Citrate_cycle_(TCA_cycle)
65,RVBD0211,Citrate_cycle_(TCA_cycle)
66,RVBD2241,Citrate_cycle_(TCA_cycle)
67,RVBD2497c,Citrate_cycle_(TCA_cycle)
68,RVBD0843,Citrate_cycle_(TCA_cycle)
69,RVBD2496c,Citrate_cycle_(TCA_cycle)
70,RVBD2495c,Citrate_cycle_(TCA_cycle)
71,RVBD0946c,Pentose_phosphate_pathway
72,RVBD1121,Pentose_phosphate_pathway
73,RVBD1447c,Pentose_phosphate_pathway
74,RVBD1445c,Pentose_phosphate_pathway
75,RVBD1122,Pentose_phosphate_pathway
76,RVBD1844c,Pentose_phosphate_pathway
77,RVBD1408,Pentose_phosphate_pathway
78,RVBD1449c,Pentose_phosphate_pathway
79,RVBD1448c,Pentose_phosphate_pathway
80,RVBD2465c,Pentose_phosphate_pathway
81,RVBD0478,Pentose_phosphate_pathway
82,RVBD2436,Pentose_phosphate_pathway
83,RVBD3068c,Pentose_phosphate_pathway
84,RVBD1017c,Pentose_phosphate_pathway
85,RVBD0363c,Pentose_phosphate_pathway
86,RVBD1099c,Pentose_phosphate_pathway
87,RVBD2029c,Pentose_phosphate_pathway
88,RVBD3010c,Pentose_phosphate_pathway
89,RVBD0322,Pentose_and_glucuronate_interconversions
90,RVBD0993,Pentose_and_glucuronate_interconversions
91,RVBD1408,Pentose_and_glucuronate_interconversions
92,RVBD0729,Pentose_and_glucuronate_interconversions
93,RVBD3255c,Fructose_and_mannose_metabolism
94,RVBD3308,Fructose_and_mannose_metabolism
95,RVBD3257c,Fructose_and_mannose_metabolism
96,RVBD3264c,Fructose_and_mannose_metabolism
97,RVBD1511,Fructose_and_mannose_metabolism
98,RVBD1512,Fructose_and_mannose_metabolism
99,RVBD0727c,Fructose_and_mannose_metabolism
100,RVBD2029c,Fructose_and_mannose_metabolism
101,RVBD3010c,Fructose_and_mannose_metabolism
102,RVBD1099c,Fructose_and_mannose_metabolism
103,RVBD0363c,Fructose_and_mannose_metabolism
104,RVBD1438,Fructose_and_mannose_metabolism
105,RVBD0112,Fructose_and_mannose_metabolism
106,RVBD2465c,Fructose_and_mannose_metabolism
107,RVBD0620,Galactose_metabolism
108,RVBD0806c,Galactose_metabolism
109,RVBD3634c,Galactose_metabolism
110,RVBD0501,Galactose_metabolism
111,RVBD0993,Galactose_metabolism
112,RVBD3068c,Galactose_metabolism
113,RVBD0650,Galactose_metabolism
114,RVBD3809c,Galactose_metabolism
115,RVBD2029c,Galactose_metabolism
116,RVBD3010c,Galactose_metabolism
117,RVBD2471,Galactose_metabolism
118,RVBD0322,Ascorbate_and_aldarate_metabolism
119,RVBD0768,Ascorbate_and_aldarate_metabolism
120,RVBD2858c,Ascorbate_and_aldarate_metabolism
121,RVBD0147,Ascorbate_and_aldarate_metabolism
122,RVBD0223c,Ascorbate_and_aldarate_metabolism
123,RVBD3293,Ascorbate_and_aldarate_metabolism
124,RVBD2471,Starch_and_sucrose_metabolism
125,RVBD0993,Starch_and_sucrose_metabolism
126,RVBD0186,Starch_and_sucrose_metabolism
127,RVBD0062,Starch_and_sucrose_metabolism
128,RVBD1213,Starch_and_sucrose_metabolism
129,RVBD3032,Starch_and_sucrose_metabolism
130,RVBD1326c,Starch_and_sucrose_metabolism
131,RVBD3031,Starch_and_sucrose_metabolism
132,RVBD1328,Starch_and_sucrose_metabolism
133,RVBD0126,Starch_and_sucrose_metabolism
134,RVBD1781c,Starch_and_sucrose_metabolism
135,RVBD0127,Starch_and_sucrose_metabolism
136,RVBD1327c,Starch_and_sucrose_metabolism
137,RVBD1212c,Starch_and_sucrose_metabolism
138,RVBD1564c,Starch_and_sucrose_metabolism
139,RVBD1563c,Starch_and_sucrose_metabolism
140,RVBD1562c,Starch_and_sucrose_metabolism
141,RVBD3490,Starch_and_sucrose_metabolism
142,RVBD3372,Starch_and_sucrose_metabolism
143,RVBD2006,Starch_and_sucrose_metabolism
144,RVBD2402,Starch_and_sucrose_metabolism
145,RVBD3068c,Starch_and_sucrose_metabolism
146,RVBD0650,Starch_and_sucrose_metabolism
147,RVBD0946c,Starch_and_sucrose_metabolism
148,RVBD0237,Amino_sugar_and_nucleotide_sugar_metabolism
149,RVBD1018c,Amino_sugar_and_nucleotide_sugar_metabolism
150,RVBD1315,Amino_sugar_and_nucleotide_sugar_metabolism
151,RVBD0482,Amino_sugar_and_nucleotide_sugar_metabolism
152,RVBD3441c,Amino_sugar_and_nucleotide_sugar_metabolism
153,RVBD3332,Amino_sugar_and_nucleotide_sugar_metabolism
154,RVBD3436c,Amino_sugar_and_nucleotide_sugar_metabolism
155,RVBD0650,Amino_sugar_and_nucleotide_sugar_metabolism
156,RVBD2702,Amino_sugar_and_nucleotide_sugar_metabolism
157,RVBD0946c,Amino_sugar_and_nucleotide_sugar_metabolism
158,RVBD3068c,Amino_sugar_and_nucleotide_sugar_metabolism
159,RVBD0993,Amino_sugar_and_nucleotide_sugar_metabolism
160,RVBD0322,Amino_sugar_and_nucleotide_sugar_metabolism
161,RVBD0620,Amino_sugar_and_nucleotide_sugar_metabolism
162,RVBD0806c,Amino_sugar_and_nucleotide_sugar_metabolism
163,RVBD3634c,Amino_sugar_and_nucleotide_sugar_metabolism
164,RVBD0501,Amino_sugar_and_nucleotide_sugar_metabolism
165,RVBD3809c,Amino_sugar_and_nucleotide_sugar_metabolism
166,RVBD3308,Amino_sugar_and_nucleotide_sugar_metabolism
167,RVBD3257c,Amino_sugar_and_nucleotide_sugar_metabolism
168,RVBD3264c,Amino_sugar_and_nucleotide_sugar_metabolism
169,RVBD1511,Amino_sugar_and_nucleotide_sugar_metabolism
170,RVBD0112,Amino_sugar_and_nucleotide_sugar_metabolism
171,RVBD3255c,Amino_sugar_and_nucleotide_sugar_metabolism
172,RVBD1512,Amino_sugar_and_nucleotide_sugar_metabolism
173,RVBD1213,Amino_sugar_and_nucleotide_sugar_metabolism
174,RVBD3667,Pyruvate_metabolism
175,RVBD2455c,Pyruvate_metabolism
176,RVBD2454c,Pyruvate_metabolism
177,RVBD2241,Pyruvate_metabolism
178,RVBD2497c,Pyruvate_metabolism
179,RVBD0843,Pyruvate_metabolism
180,RVBD2496c,Pyruvate_metabolism
181,RVBD2495c,Pyruvate_metabolism
182,RVBD0462,Pyruvate_metabolism
183,RVBD3303c,Pyruvate_metabolism
184,RVBD0794c,Pyruvate_metabolism
185,RVBD3535c,Pyruvate_metabolism
186,RVBD0409,Pyruvate_metabolism
187,RVBD0408,Pyruvate_metabolism
188,RVBD1617,Pyruvate_metabolism
189,RVBD0904c,Pyruvate_metabolism
190,RVBD3285,Pyruvate_metabolism
191,RVBD2501c,Pyruvate_metabolism
192,RVBD2247,Pyruvate_metabolism
193,RVBD2922A,Pyruvate_metabolism
194,RVBD0768,Pyruvate_metabolism
195,RVBD2858c,Pyruvate_metabolism
196,RVBD0147,Pyruvate_metabolism
197,RVBD0223c,Pyruvate_metabolism
198,RVBD3293,Pyruvate_metabolism
199,RVBD0458,Pyruvate_metabolism
200,RVBD0694,Pyruvate_metabolism
201,RVBD1872c,Pyruvate_metabolism
202,RVBD2581c,Pyruvate_metabolism
203,RVBD2332,Pyruvate_metabolism
204,RVBD2967c,Pyruvate_metabolism
205,RVBD1240,Pyruvate_metabolism
206,RVBD2852c,Pyruvate_metabolism
207,RVBD1098c,Pyruvate_metabolism
208,RVBD1552,Pyruvate_metabolism
209,RVBD1553,Pyruvate_metabolism
210,RVBD1554,Pyruvate_metabolism
211,RVBD1555,Pyruvate_metabolism
212,RVBD0211,Pyruvate_metabolism
213,RVBD1127c,Pyruvate_metabolism
214,RVBD1837c,Pyruvate_metabolism
215,RVBD1323,Pyruvate_metabolism
216,RVBD1074c,Pyruvate_metabolism
217,RVBD1867,Pyruvate_metabolism
218,RVBD3546,Pyruvate_metabolism
219,RVBD0859,Pyruvate_metabolism
220,RVBD0914c,Pyruvate_metabolism
221,RVBD3523,Pyruvate_metabolism
222,RVBD0243,Pyruvate_metabolism
223,RVBD3556c,Pyruvate_metabolism
224,RVBD3710,Pyruvate_metabolism
225,RVBD1915,Glyoxylate_and_dicarboxylate_metabolism
226,RVBD1916,Glyoxylate_and_dicarboxylate_metabolism
227,RVBD0467,Glyoxylate_and_dicarboxylate_metabolism
228,RVBD3667,Glyoxylate_and_dicarboxylate_metabolism
229,RVBD1837c,Glyoxylate_and_dicarboxylate_metabolism
230,RVBD1240,Glyoxylate_and_dicarboxylate_metabolism
231,RVBD0889c,Glyoxylate_and_dicarboxylate_metabolism
232,RVBD0896,Glyoxylate_and_dicarboxylate_metabolism
233,RVBD1131,Glyoxylate_and_dicarboxylate_metabolism
234,RVBD1475c,Glyoxylate_and_dicarboxylate_metabolism
235,RVBD1323,Glyoxylate_and_dicarboxylate_metabolism
236,RVBD1074c,Glyoxylate_and_dicarboxylate_metabolism
237,RVBD1867,Glyoxylate_and_dicarboxylate_metabolism
238,RVBD3546,Glyoxylate_and_dicarboxylate_metabolism
239,RVBD0859,Glyoxylate_and_dicarboxylate_metabolism
240,RVBD0914c,Glyoxylate_and_dicarboxylate_metabolism
241,RVBD3523,Glyoxylate_and_dicarboxylate_metabolism
242,RVBD0243,Glyoxylate_and_dicarboxylate_metabolism
243,RVBD3556c,Glyoxylate_and_dicarboxylate_metabolism
244,RVBD1322A,Glyoxylate_and_dicarboxylate_metabolism
245,RVBD0973c,Glyoxylate_and_dicarboxylate_metabolism
246,RVBD3280,Glyoxylate_and_dicarboxylate_metabolism
247,RVBD3285,Glyoxylate_and_dicarboxylate_metabolism
248,RVBD2501c,Glyoxylate_and_dicarboxylate_metabolism
249,RVBD2247,Glyoxylate_and_dicarboxylate_metabolism
250,RVBD1493,Glyoxylate_and_dicarboxylate_metabolism
251,RVBD1492,Glyoxylate_and_dicarboxylate_metabolism
252,RVBD1257c,Glyoxylate_and_dicarboxylate_metabolism
253,RVBD2220,Glyoxylate_and_dicarboxylate_metabolism
254,RVBD2222c,Glyoxylate_and_dicarboxylate_metabolism
255,RVBD2860c,Glyoxylate_and_dicarboxylate_metabolism
256,RVBD1878,Glyoxylate_and_dicarboxylate_metabolism
257,RVBD0070c,Glyoxylate_and_dicarboxylate_metabolism
258,RVBD1093,Glyoxylate_and_dicarboxylate_metabolism
259,RVBD1832,Glyoxylate_and_dicarboxylate_metabolism
260,RVBD2211c,Glyoxylate_and_dicarboxylate_metabolism
261,RVBD0462,Glyoxylate_and_dicarboxylate_metabolism
262,RVBD3303c,Glyoxylate_and_dicarboxylate_metabolism
263,RVBD0794c,Glyoxylate_and_dicarboxylate_metabolism
264,RVBD1826,Glyoxylate_and_dicarboxylate_metabolism
265,RVBD2205c,Glyoxylate_and_dicarboxylate_metabolism
266,RVBD2964,Glyoxylate_and_dicarboxylate_metabolism
267,RVBD0118c,Glyoxylate_and_dicarboxylate_metabolism
268,RVBD3667,Propanoate_metabolism
269,RVBD0409,Propanoate_metabolism
270,RVBD0408,Propanoate_metabolism
271,RVBD0462,Propanoate_metabolism
272,RVBD3303c,Propanoate_metabolism
273,RVBD0794c,Propanoate_metabolism
274,RVBD1142c,Propanoate_metabolism
275,RVBD1935c,Propanoate_metabolism
276,RVBD2679,Propanoate_metabolism
277,RVBD2831,Propanoate_metabolism
278,RVBD3373,Propanoate_metabolism
279,RVBD3516,Propanoate_metabolism
280,RVBD3774,Propanoate_metabolism
281,RVBD1070c,Propanoate_metabolism
282,RVBD0905,Propanoate_metabolism
283,RVBD1472,Propanoate_metabolism
284,RVBD2486,Propanoate_metabolism
285,RVBD3039c,Propanoate_metabolism
286,RVBD0222,Propanoate_metabolism
287,RVBD0456c,Propanoate_metabolism
288,RVBD0632c,Propanoate_metabolism
289,RVBD0675,Propanoate_metabolism
290,RVBD0971c,Propanoate_metabolism
291,RVBD1071c,Propanoate_metabolism
292,RVBD3550,Propanoate_metabolism
293,RVBD0673,Propanoate_metabolism
294,RVBD1141c,Propanoate_metabolism
295,RVBD0860,Propanoate_metabolism
296,RVBD0904c,Propanoate_metabolism
297,RVBD3285,Propanoate_metabolism
298,RVBD2501c,Propanoate_metabolism
299,RVBD2247,Propanoate_metabolism
300,RVBD2589,Propanoate_metabolism
301,RVBD0973c,Propanoate_metabolism
302,RVBD3280,Propanoate_metabolism
303,RVBD1322A,Propanoate_metabolism
304,RVBD1493,Propanoate_metabolism
305,RVBD1492,Propanoate_metabolism
306,RVBD0951,Propanoate_metabolism
307,RVBD0952,Propanoate_metabolism
308,RVBD0753c,Propanoate_metabolism
309,RVBD1130,Propanoate_metabolism
310,RVBD1323,Propanoate_metabolism
311,RVBD1074c,Propanoate_metabolism
312,RVBD1867,Propanoate_metabolism
313,RVBD3546,Propanoate_metabolism
314,RVBD0859,Propanoate_metabolism
315,RVBD0914c,Propanoate_metabolism
316,RVBD3523,Propanoate_metabolism
317,RVBD0243,Propanoate_metabolism
318,RVBD3556c,Propanoate_metabolism
319,RVBD1323,Butanoate_metabolism
320,RVBD1074c,Butanoate_metabolism
321,RVBD1867,Butanoate_metabolism
322,RVBD3546,Butanoate_metabolism
323,RVBD0859,Butanoate_metabolism
324,RVBD0914c,Butanoate_metabolism
325,RVBD3523,Butanoate_metabolism
326,RVBD0243,Butanoate_metabolism
327,RVBD3556c,Butanoate_metabolism
328,RVBD1715,Butanoate_metabolism
329,RVBD0468,Butanoate_metabolism
330,RVBD0860,Butanoate_metabolism
331,RVBD1142c,Butanoate_metabolism
332,RVBD1935c,Butanoate_metabolism
333,RVBD2679,Butanoate_metabolism
334,RVBD2831,Butanoate_metabolism
335,RVBD3373,Butanoate_metabolism
336,RVBD3516,Butanoate_metabolism
337,RVBD3774,Butanoate_metabolism
338,RVBD1070c,Butanoate_metabolism
339,RVBD0905,Butanoate_metabolism
340,RVBD1472,Butanoate_metabolism
341,RVBD2486,Butanoate_metabolism
342,RVBD3039c,Butanoate_metabolism
343,RVBD0222,Butanoate_metabolism
344,RVBD0456c,Butanoate_metabolism
345,RVBD0632c,Butanoate_metabolism
346,RVBD0675,Butanoate_metabolism
347,RVBD0971c,Butanoate_metabolism
348,RVBD1071c,Butanoate_metabolism
349,RVBD3550,Butanoate_metabolism
350,RVBD0673,Butanoate_metabolism
351,RVBD1141c,Butanoate_metabolism
352,RVBD3535c,Butanoate_metabolism
353,RVBD3318,Butanoate_metabolism
354,RVBD0248c,Butanoate_metabolism
355,RVBD3319,Butanoate_metabolism
356,RVBD0247c,Butanoate_metabolism
357,RVBD3316,Butanoate_metabolism
358,RVBD3317,Butanoate_metabolism
359,RVBD1552,Butanoate_metabolism
360,RVBD1553,Butanoate_metabolism
361,RVBD1554,Butanoate_metabolism
362,RVBD1555,Butanoate_metabolism
363,RVBD3432c,Butanoate_metabolism
364,RVBD2589,Butanoate_metabolism
365,RVBD0234c,Butanoate_metabolism
366,RVBD1731,Butanoate_metabolism
367,RVBD2455c,Butanoate_metabolism
368,RVBD2454c,Butanoate_metabolism
369,RVBD2504c,Butanoate_metabolism
370,RVBD2503c,Butanoate_metabolism
371,RVBD1820,Butanoate_metabolism
372,RVBD3003c,Butanoate_metabolism
373,RVBD3470c,Butanoate_metabolism
374,RVBD3509c,Butanoate_metabolism
375,RVBD3002c,Butanoate_metabolism
376,RVBD1820,C5-Branched_dibasic_acid_metabolism
377,RVBD3003c,C5-Branched_dibasic_acid_metabolism
378,RVBD3470c,C5-Branched_dibasic_acid_metabolism
379,RVBD3509c,C5-Branched_dibasic_acid_metabolism
380,RVBD3002c,C5-Branched_dibasic_acid_metabolism
381,RVBD0951,C5-Branched_dibasic_acid_metabolism
382,RVBD0952,C5-Branched_dibasic_acid_metabolism
383,RVBD2988c,C5-Branched_dibasic_acid_metabolism
384,RVBD2987c,C5-Branched_dibasic_acid_metabolism
385,RVBD2995c,C5-Branched_dibasic_acid_metabolism
386,RVBD3310,Inositol_phosphate_metabolism
387,RVBD2349c,Inositol_phosphate_metabolism
388,RVBD2350c,Inositol_phosphate_metabolism
389,RVBD2351c,Inositol_phosphate_metabolism
390,RVBD2701c,Inositol_phosphate_metabolism
391,RVBD1604,Inositol_phosphate_metabolism
392,RVBD0046c,Inositol_phosphate_metabolism
393,RVBD0753c,Inositol_phosphate_metabolism
394,RVBD1438,Inositol_phosphate_metabolism
395,RVBD3145,Oxidative_phosphorylation
396,RVBD3146,Oxidative_phosphorylation
397,RVBD3147,Oxidative_phosphorylation
398,RVBD3148,Oxidative_phosphorylation
399,RVBD3149,Oxidative_phosphorylation
400,RVBD3150,Oxidative_phosphorylation
401,RVBD3151,Oxidative_phosphorylation
402,RVBD3152,Oxidative_phosphorylation
403,RVBD3153,Oxidative_phosphorylation
404,RVBD3154,Oxidative_phosphorylation
405,RVBD3155,Oxidative_phosphorylation
406,RVBD3156,Oxidative_phosphorylation
407,RVBD3157,Oxidative_phosphorylation
408,RVBD3158,Oxidative_phosphorylation
409,RVBD1812c,Oxidative_phosphorylation
410,RVBD0392c,Oxidative_phosphorylation
411,RVBD1854c,Oxidative_phosphorylation
412,RVBD3318,Oxidative_phosphorylation
413,RVBD0248c,Oxidative_phosphorylation
414,RVBD3319,Oxidative_phosphorylation
415,RVBD0247c,Oxidative_phosphorylation
416,RVBD3316,Oxidative_phosphorylation
417,RVBD3317,Oxidative_phosphorylation
418,RVBD1552,Oxidative_phosphorylation
419,RVBD1553,Oxidative_phosphorylation
420,RVBD1554,Oxidative_phosphorylation
421,RVBD1555,Oxidative_phosphorylation
422,RVBD2194,Oxidative_phosphorylation
423,RVBD2195,Oxidative_phosphorylation
424,RVBD2196,Oxidative_phosphorylation
425,RVBD1451,Oxidative_phosphorylation
426,RVBD2193,Oxidative_phosphorylation
427,RVBD3043c,Oxidative_phosphorylation
428,RVBD2200c,Oxidative_phosphorylation
429,RVBD1456c,Oxidative_phosphorylation
430,RVBD1623c,Oxidative_phosphorylation
431,RVBD1622c,Oxidative_phosphorylation
432,RVBD1308,Oxidative_phosphorylation
433,RVBD1310,Oxidative_phosphorylation
434,RVBD1309,Oxidative_phosphorylation
435,RVBD1307,Oxidative_phosphorylation
436,RVBD1311,Oxidative_phosphorylation
437,RVBD1304,Oxidative_phosphorylation
438,RVBD1306,Oxidative_phosphorylation
439,RVBD1305,Oxidative_phosphorylation
440,RVBD3628,Oxidative_phosphorylation
441,RVBD2984,Oxidative_phosphorylation
442,RVBD3232c,Oxidative_phosphorylation
443,RVBD0761c,Methane_metabolism
444,RVBD0070c,Methane_metabolism
445,RVBD1093,Methane_metabolism
446,RVBD1023,Methane_metabolism
447,RVBD1240,Methane_metabolism
448,RVBD0363c,Methane_metabolism
449,RVBD1099c,Methane_metabolism
450,RVBD2029c,Methane_metabolism
451,RVBD3010c,Methane_metabolism
452,RVBD0409,Methane_metabolism
453,RVBD0408,Methane_metabolism
454,RVBD3667,Methane_metabolism
455,RVBD0489,Methane_metabolism
456,RVBD0728c,Methane_metabolism
457,RVBD2996c,Methane_metabolism
458,RVBD0884c,Methane_metabolism
459,RVBD3042c,Methane_metabolism
460,RVBD1173,Methane_metabolism
461,RVBD2983,Methane_metabolism
462,RVBD3261,Methane_metabolism
463,RVBD3262,Methane_metabolism
464,RVBD1737c,Nitrogen_metabolism
465,RVBD2329c,Nitrogen_metabolism
466,RVBD0261c,Nitrogen_metabolism
467,RVBD0267,Nitrogen_metabolism
468,RVBD1161,Nitrogen_metabolism
469,RVBD1736c,Nitrogen_metabolism
470,RVBD1162,Nitrogen_metabolism
471,RVBD1164,Nitrogen_metabolism
472,RVBD0252,Nitrogen_metabolism
473,RVBD0253,Nitrogen_metabolism
474,RVBD0021c,Nitrogen_metabolism
475,RVBD2781c,Nitrogen_metabolism
476,RVBD2476c,Nitrogen_metabolism
477,RVBD2220,Nitrogen_metabolism
478,RVBD2222c,Nitrogen_metabolism
479,RVBD2860c,Nitrogen_metabolism
480,RVBD1878,Nitrogen_metabolism
481,RVBD3859c,Nitrogen_metabolism
482,RVBD3858c,Nitrogen_metabolism
483,RVBD3588c,Nitrogen_metabolism
484,RVBD1284,Nitrogen_metabolism
485,RVBD3273,Nitrogen_metabolism
486,RVBD2400c,Sulfur_metabolism
487,RVBD2399c,Sulfur_metabolism
488,RVBD2398c,Sulfur_metabolism
489,RVBD2397c,Sulfur_metabolism
490,RVBD1286,Sulfur_metabolism
491,RVBD1285,Sulfur_metabolism
492,RVBD2131c,Sulfur_metabolism
493,RVBD2392,Sulfur_metabolism
494,RVBD2391,Sulfur_metabolism
495,RVBD0331,Sulfur_metabolism
496,RVBD0815c,Sulfur_metabolism
497,RVBD2291,Sulfur_metabolism
498,RVBD3117,Sulfur_metabolism
499,RVBD3283,Sulfur_metabolism
500,RVBD2335,Sulfur_metabolism
501,RVBD2334,Sulfur_metabolism
502,RVBD3684,Sulfur_metabolism
503,RVBD3341,Sulfur_metabolism
504,RVBD1079,Sulfur_metabolism
505,RVBD0391,Sulfur_metabolism
506,RVBD3238c,Sulfur_metabolism
507,RVBD0904c,Fatty_acid_biosynthesis/transport
508,RVBD3285,Fatty_acid_biosynthesis/transport
509,RVBD2501c,Fatty_acid_biosynthesis/transport
510,RVBD2247,Fatty_acid_biosynthesis/transport
511,RVBD0649,Fatty_acid_biosynthesis/transport
512,RVBD2243,Fatty_acid_biosynthesis/transport
513,RVBD2524c,Fatty_acid_biosynthesis/transport
514,RVBD1350,Fatty_acid_biosynthesis/transport
515,RVBD0242c,Fatty_acid_biosynthesis/transport
516,RVBD3502c,Fatty_acid_biosynthesis/transport
517,RVBD3559c,Fatty_acid_biosynthesis/transport
518,RVBD0769,Fatty_acid_biosynthesis/transport
519,RVBD0824c,Fatty_acid_biosynthesis/transport
520,RVBD1094,Fatty_acid_biosynthesis/transport
521,RVBD2187,Fatty_acid_biosynthesis/transport
522,RVBD1323,Fatty_acid_degradation
523,RVBD1074c,Fatty_acid_degradation
524,RVBD1867,Fatty_acid_degradation
525,RVBD3546,Fatty_acid_degradation
526,RVBD0859,Fatty_acid_degradation
527,RVBD0914c,Fatty_acid_degradation
528,RVBD3523,Fatty_acid_degradation
529,RVBD0243,Fatty_acid_degradation
530,RVBD3556c,Fatty_acid_degradation
531,RVBD2790c,Fatty_acid_degradation
532,RVBD0860,Fatty_acid_degradation
533,RVBD1142c,Fatty_acid_degradation
534,RVBD1935c,Fatty_acid_degradation
535,RVBD2679,Fatty_acid_degradation
536,RVBD2831,Fatty_acid_degradation
537,RVBD3373,Fatty_acid_degradation
538,RVBD3516,Fatty_acid_degradation
539,RVBD3774,Fatty_acid_degradation
540,RVBD1070c,Fatty_acid_degradation
541,RVBD0905,Fatty_acid_degradation
542,RVBD1472,Fatty_acid_degradation
543,RVBD2486,Fatty_acid_degradation
544,RVBD3039c,Fatty_acid_degradation
545,RVBD0222,Fatty_acid_degradation
546,RVBD0456c,Fatty_acid_degradation
547,RVBD0632c,Fatty_acid_degradation
548,RVBD0675,Fatty_acid_degradation
549,RVBD0971c,Fatty_acid_degradation
550,RVBD1071c,Fatty_acid_degradation
551,RVBD3550,Fatty_acid_degradation
552,RVBD0673,Fatty_acid_degradation
553,RVBD1141c,Fatty_acid_degradation
554,RVBD3140,Fatty_acid_degradation
555,RVBD0231,Fatty_acid_degradation
556,RVBD0975c,Fatty_acid_degradation
557,RVBD0131c,Fatty_acid_degradation
558,RVBD0154c,Fatty_acid_degradation
559,RVBD0400c,Fatty_acid_degradation
560,RVBD2187,Fatty_acid_degradation
561,RVBD1345,Fatty_acid_degradation
562,RVBD3252c,Fatty_acid_degradation
563,RVBD1869c,Fatty_acid_degradation
564,RVBD0761c,Fatty_acid_degradation
565,RVBD1862,Fatty_acid_degradation
566,RVBD0162c,Fatty_acid_degradation
567,RVBD1530,Fatty_acid_degradation
568,RVBD0768,Fatty_acid_degradation
569,RVBD2858c,Fatty_acid_degradation
570,RVBD0147,Fatty_acid_degradation
571,RVBD0223c,Fatty_acid_degradation
572,RVBD3293,Fatty_acid_degradation
573,RVBD2504c,Synthesis_and_degradation_of_ketone_bodies
574,RVBD2503c,Synthesis_and_degradation_of_ketone_bodies
575,RVBD1323,Synthesis_and_degradation_of_ketone_bodies
576,RVBD1074c,Synthesis_and_degradation_of_ketone_bodies
