,gene,Category
1542,RVBD3534c,Benzoate_degradation
1543,RVBD3535c,Benzoate_degradation
1544,RVBD0771,Benzoate_degradation
1545,RVBD0860,Benzoate_degradation
1546,RVBD0400c,Benzoate_degradation
1547,RVBD1142c,Benzoate_degradation
1548,RVBD1935c,Benzoate_degradation
1549,RVBD2679,Benzoate_degradation
1550,RVBD2831,Benzoate_degradation
1551,RVBD3373,Benzoate_degradation
1552,RVBD3516,Benzoate_degradation
1553,RVBD3774,Benzoate_degradation
1554,RVBD1070c,Benzoate_degradation
1555,RVBD0905,Benzoate_degradation
1556,RVBD1472,Benzoate_degradation
1557,RVBD2486,Benzoate_degradation
1558,RVBD3039c,Benzoate_degradation
1559,RVBD0222,Benzoate_degradation
1560,RVBD0456c,Benzoate_degradation
1561,RVBD0632c,Benzoate_degradation
1562,RVBD0675,Benzoate_degradation
1563,RVBD0971c,Benzoate_degradation
1564,RVBD1071c,Benzoate_degradation
1565,RVBD3550,Benzoate_degradation
1566,RVBD0673,Benzoate_degradation
1567,RVBD1141c,Benzoate_degradation
1568,RVBD1715,Benzoate_degradation
1569,RVBD0468,Benzoate_degradation
1570,RVBD1323,Benzoate_degradation
1571,RVBD1074c,Benzoate_degradation
1572,RVBD1867,Benzoate_degradation
1573,RVBD3546,Benzoate_degradation
1574,RVBD0859,Benzoate_degradation
1575,RVBD0914c,Benzoate_degradation
1576,RVBD3523,Benzoate_degradation
1577,RVBD0243,Benzoate_degradation
1578,RVBD3556c,Benzoate_degradation
1579,RVBD3854c,Aminobenzoate_degradation
1580,RVBD3375,Aminobenzoate_degradation
1581,RVBD1263,Aminobenzoate_degradation
1582,RVBD2363,Aminobenzoate_degradation
1583,RVBD2888c,Aminobenzoate_degradation
1584,RVBD3175,Aminobenzoate_degradation
1585,RVBD2922A,Aminobenzoate_degradation
1586,RVBD3078,Aminobenzoate_degradation
1587,RVBD1142c,Aminobenzoate_degradation
1588,RVBD1935c,Aminobenzoate_degradation
1589,RVBD2679,Aminobenzoate_degradation
1590,RVBD2831,Aminobenzoate_degradation
1591,RVBD3373,Aminobenzoate_degradation
1592,RVBD3516,Aminobenzoate_degradation
1593,RVBD3774,Aminobenzoate_degradation
1594,RVBD1070c,Aminobenzoate_degradation
1595,RVBD0905,Aminobenzoate_degradation
1596,RVBD1472,Aminobenzoate_degradation
1597,RVBD2486,Aminobenzoate_degradation
1598,RVBD3039c,Aminobenzoate_degradation
1599,RVBD0222,Aminobenzoate_degradation
1600,RVBD0456c,Aminobenzoate_degradation
1601,RVBD0632c,Aminobenzoate_degradation
1602,RVBD0675,Aminobenzoate_degradation
1603,RVBD0971c,Aminobenzoate_degradation
1604,RVBD1071c,Aminobenzoate_degradation
1605,RVBD3550,Aminobenzoate_degradation
1606,RVBD0673,Aminobenzoate_degradation
1607,RVBD1141c,Aminobenzoate_degradation
1608,RVBD2765,Fluorobenzoate_degradation
1609,RVBD2054,Fluorobenzoate_degradation
1610,RVBD2296,Chloroalkane_and_chloroalkene_degradation
1611,RVBD2579,Chloroalkane_and_chloroalkene_degradation
1612,RVBD1833c,Chloroalkane_and_chloroalkene_degradation
1613,RVBD1862,Chloroalkane_and_chloroalkene_degradation
1614,RVBD0162c,Chloroalkane_and_chloroalkene_degradation
1615,RVBD1530,Chloroalkane_and_chloroalkene_degradation
1616,RVBD0761c,Chloroalkane_and_chloroalkene_degradation
1617,RVBD0768,Chloroalkane_and_chloroalkene_degradation
1618,RVBD2858c,Chloroalkane_and_chloroalkene_degradation
1619,RVBD0147,Chloroalkane_and_chloroalkene_degradation
1620,RVBD0223c,Chloroalkane_and_chloroalkene_degradation
1621,RVBD3293,Chloroalkane_and_chloroalkene_degradation
1622,RVBD2296,Chlorocyclohexane_and_chlorobenzene_degradation
1623,RVBD2579,Chlorocyclohexane_and_chlorobenzene_degradation
1624,RVBD1833c,Chlorocyclohexane_and_chlorobenzene_degradation
1625,RVBD2765,Chlorocyclohexane_and_chlorobenzene_degradation
1626,RVBD2054,Chlorocyclohexane_and_chlorobenzene_degradation
1627,RVBD2765,Toluene_degradation
1628,RVBD2054,Toluene_degradation
1629,RVBD3536c,Xylene_degradation
1630,RVBD3469c,Xylene_degradation
1631,RVBD3534c,Xylene_degradation
1632,RVBD3535c,Xylene_degradation
1633,RVBD3375,Styrene_degradation
1634,RVBD1263,Styrene_degradation
1635,RVBD2363,Styrene_degradation
1636,RVBD2888c,Styrene_degradation
1637,RVBD3175,Styrene_degradation
1638,RVBD3252c,Caprolactam_degradation
1639,RVBD1142c,Caprolactam_degradation
1640,RVBD1935c,Caprolactam_degradation
1641,RVBD2679,Caprolactam_degradation
1642,RVBD2831,Caprolactam_degradation
1643,RVBD3373,Caprolactam_degradation
1644,RVBD3516,Caprolactam_degradation
1645,RVBD3774,Caprolactam_degradation
1646,RVBD1070c,Caprolactam_degradation
1647,RVBD0905,Caprolactam_degradation
1648,RVBD1472,Caprolactam_degradation
1649,RVBD2486,Caprolactam_degradation
1650,RVBD3039c,Caprolactam_degradation
1651,RVBD0222,Caprolactam_degradation
1652,RVBD0456c,Caprolactam_degradation
1653,RVBD0632c,Caprolactam_degradation
1654,RVBD0675,Caprolactam_degradation
1655,RVBD0971c,Caprolactam_degradation
1656,RVBD1071c,Caprolactam_degradation
1657,RVBD3550,Caprolactam_degradation
1658,RVBD0673,Caprolactam_degradation
1659,RVBD1141c,Caprolactam_degradation
1660,RVBD0860,Caprolactam_degradation
1661,RVBD3536c,Dioxin_degradation
1662,RVBD3469c,Dioxin_degradation
1663,RVBD3534c,Dioxin_degradation
1664,RVBD3535c,Dioxin_degradation
1665,RVBD1862,Naphthalene_degradation
1666,RVBD0162c,Naphthalene_degradation
1667,RVBD1530,Naphthalene_degradation
1668,RVBD0761c,Naphthalene_degradation
1669,RVBD3409c,Steroid_degradation
1670,RVBD1106c,Steroid_degradation
1671,RVBD3545c,Steroid_degradation
1672,RVBD3518c,Steroid_degradation
1673,RVBD3537,Steroid_degradation
1674,RVBD3526,Steroid_degradation
1675,RVBD3571,Steroid_degradation
1676,RVBD3570c,Steroid_degradation
1677,RVBD3567c,Steroid_degradation
1678,RVBD3568c,Steroid_degradation
1679,RVBD3569c,Steroid_degradation
1680,RVBD3561,Steroid_degradation
1681,RVBD0760c,Steroid_degradation
1682,RVBD3624c,Drug_metabolism_-_other_enzymes
1683,RVBD1843c,Drug_metabolism_-_other_enzymes
1684,RVBD3410c,Drug_metabolism_-_other_enzymes
1685,RVBD3411c,Drug_metabolism_-_other_enzymes
1686,RVBD3396c,Drug_metabolism_-_other_enzymes
1687,RVBD3315c,Drug_metabolism_-_other_enzymes
1688,RVBD3314c,Drug_metabolism_-_other_enzymes
1689,RVBD2445c,Drug_metabolism_-_other_enzymes
1690,RVBD2697c,Drug_metabolism_-_other_enzymes
1691,RVBD1908c,Drug_metabolism_-_other_enzymes
1692,RVBD3566c,Drug_metabolism_-_other_enzymes
1693,RVBD3457c,RNA_polymerase
1694,RVBD0667,RNA_polymerase
1695,RVBD0668,RNA_polymerase
1696,RVBD1390,RNA_polymerase
1697,RVBD1630,Ribosome
1698,RVBD2890c,Ribosome
1699,RVBD0707,Ribosome
1700,RVBD3458c,Ribosome
1701,RVBD0721,Ribosome
1702,RVBD0053,Ribosome
1703,RVBD0683,Ribosome
1704,RVBD0718,Ribosome
1705,RVBD3442c,Ribosome
1706,RVBD0700,Ribosome
1707,RVBD3459c,Ribosome
1708,RVBD0682,Ribosome
1709,RVBD3460c,Ribosome
1710,RVBD0717,Ribosome
1711,RVBD2056c,Ribosome
1712,RVBD2785c,Ribosome
1713,RVBD2909c,Ribosome
1714,RVBD0710,Ribosome
1715,RVBD2055c,Ribosome
1716,RVBD0055,Ribosome
1717,RVBD0705,Ribosome
1718,RVBD2412,Ribosome
1719,RVBD0641,Ribosome
1720,RVBD0704,Ribosome
1721,RVBD0701,Ribosome
1722,RVBD0702,Ribosome
1723,RVBD0716,Ribosome
1724,RVBD0719,Ribosome
1725,RVBD0652,Ribosome
1726,RVBD0056,Ribosome
1727,RVBD0651,Ribosome
1728,RVBD0640,Ribosome
1729,RVBD3443c,Ribosome
1730,RVBD0714,Ribosome
1731,RVBD0723,Ribosome
1732,RVBD0708,Ribosome
1733,RVBD3456c,Ribosome
1734,RVBD0720,Ribosome
1735,RVBD2904c,Ribosome
1736,RVBD1643,Ribosome
1737,RVBD2442c,Ribosome
1738,RVBD0706,Ribosome
1739,RVBD0703,Ribosome
1740,RVBD0715,Ribosome
1741,RVBD1015c,Ribosome
1742,RVBD2441c,Ribosome
1743,RVBD2058c,Ribosome
1744,RVBD0105c,Ribosome
1745,RVBD2975a,Ribosome
1746,RVBD0709,Ribosome
1747,RVBD0722,Ribosome
1748,RVBD1298,Ribosome
1749,RVBD0979A,Ribosome
1750,RVBD2057c,Ribosome
1751,RVBD0634B,Ribosome
1752,RVBD3924c,Ribosome
1753,RVBD1642,Ribosome
1754,RVBD3461c,Ribosome
1755,RVBDnr01,Ribosome
1756,RVBDnr02,Ribosome
1757,RVBDnr03,Ribosome
1758,RVBDnt37,Aminoacyl-tRNA_biosynthesis
1759,RVBDnt02,Aminoacyl-tRNA_biosynthesis
1760,RVBDnt15,Aminoacyl-tRNA_biosynthesis
1761,RVBDnt43,Aminoacyl-tRNA_biosynthesis
1762,RVBDnt14,Aminoacyl-tRNA_biosynthesis
1763,RVBDnt28,Aminoacyl-tRNA_biosynthesis
1764,RVBDnt18,Aminoacyl-tRNA_biosynthesis
1765,RVBDnt25,Aminoacyl-tRNA_biosynthesis
1766,RVBDnt12,Aminoacyl-tRNA_biosynthesis
1767,RVBDnt33,Aminoacyl-tRNA_biosynthesis
1768,RVBDnt36,Aminoacyl-tRNA_biosynthesis
1769,RVBDnt16,Aminoacyl-tRNA_biosynthesis
1770,RVBDnt11,Aminoacyl-tRNA_biosynthesis
1771,RVBDnt35,Aminoacyl-tRNA_biosynthesis
1772,RVBDnt27,Aminoacyl-tRNA_biosynthesis
1773,RVBDnt04,Aminoacyl-tRNA_biosynthesis
1774,RVBDnt32,Aminoacyl-tRNA_biosynthesis
1775,RVBDnt29,Aminoacyl-tRNA_biosynthesis
1776,RVBDnt01,Aminoacyl-tRNA_biosynthesis
1777,RVBDnt03,Aminoacyl-tRNA_biosynthesis
1778,RVBDnt22,Aminoacyl-tRNA_biosynthesis
1779,RVBDnt19,Aminoacyl-tRNA_biosynthesis
1780,RVBDnt20,Aminoacyl-tRNA_biosynthesis
1781,RVBDnt17,Aminoacyl-tRNA_biosynthesis
1782,RVBDnt10,Aminoacyl-tRNA_biosynthesis
1783,RVBDnt30,Aminoacyl-tRNA_biosynthesis
1784,RVBDnt24,Aminoacyl-tRNA_biosynthesis
1785,RVBDnt07,Aminoacyl-tRNA_biosynthesis
1786,RVBDnt38,Aminoacyl-tRNA_biosynthesis
1787,RVBDnt13,Aminoacyl-tRNA_biosynthesis
1788,RVBDnt40,Aminoacyl-tRNA_biosynthesis
1789,RVBDnt21,Aminoacyl-tRNA_biosynthesis
1790,RVBDnt26,Aminoacyl-tRNA_biosynthesis
1791,RVBDnt44,Aminoacyl-tRNA_biosynthesis
1792,RVBDnt41,Aminoacyl-tRNA_biosynthesis
1793,RVBDnt42,Aminoacyl-tRNA_biosynthesis
1794,RVBDnt45,Aminoacyl-tRNA_biosynthesis
1795,RVBDnt06,Aminoacyl-tRNA_biosynthesis
1796,RVBDnt09,Aminoacyl-tRNA_biosynthesis
1797,RVBDnt39,Aminoacyl-tRNA_biosynthesis
1798,RVBDnt08,Aminoacyl-tRNA_biosynthesis
1799,RVBDnt05,Aminoacyl-tRNA_biosynthesis
1800,RVBDnt31,Aminoacyl-tRNA_biosynthesis
1801,RVBDnt23,Aminoacyl-tRNA_biosynthesis
1802,RVBDnt34,Aminoacyl-tRNA_biosynthesis
1803,RVBD2992c,Aminoacyl-tRNA_biosynthesis
1804,RVBD3011c,Aminoacyl-tRNA_biosynthesis
1805,RVBD3009c,Aminoacyl-tRNA_biosynthesis
1806,RVBD3012c,Aminoacyl-tRNA_biosynthesis
1807,RVBD2555c,Aminoacyl-tRNA_biosynthesis
1808,RVBD2572c,Aminoacyl-tRNA_biosynthesis
1809,RVBD2357c,Aminoacyl-tRNA_biosynthesis
1810,RVBD2614c,Aminoacyl-tRNA_biosynthesis
1811,RVBD3834c,Aminoacyl-tRNA_biosynthesis
1812,RVBD3580c,Aminoacyl-tRNA_biosynthesis
1813,RVBD1007c,Aminoacyl-tRNA_biosynthesis
1814,RVBD1406,Aminoacyl-tRNA_biosynthesis
1815,RVBD2448c,Aminoacyl-tRNA_biosynthesis
1816,RVBD0041,Aminoacyl-tRNA_biosynthesis
1817,RVBD1536,Aminoacyl-tRNA_biosynthesis
1818,RVBD3598c,Aminoacyl-tRNA_biosynthesis
1819,RVBD1640c,Aminoacyl-tRNA_biosynthesis
1820,RVBD1292,Aminoacyl-tRNA_biosynthesis
1821,RVBD2845c,Aminoacyl-tRNA_biosynthesis
1822,RVBD2580c,Aminoacyl-tRNA_biosynthesis
1823,RVBD1649,Aminoacyl-tRNA_biosynthesis
1824,RVBD1650,Aminoacyl-tRNA_biosynthesis
1825,RVBD1689,Aminoacyl-tRNA_biosynthesis
1826,RVBD3336c,Aminoacyl-tRNA_biosynthesis
1827,RVBD0732,Protein_export
1828,RVBD0638,Protein_export
1829,RVBD1440,Protein_export
1830,RVBD2587c,Protein_export
1831,RVBD2586c,Protein_export
1832,RVBD2588c,Protein_export
1833,RVBD3921c,Protein_export
1834,RVBD3240c,Protein_export
1835,RVBD1821,Protein_export
1836,RVBD2916c,Protein_export
1837,RVnc0006,Protein_export
1838,RVBD2921c,Protein_export
1839,RVBD2094c,Protein_export
1840,RVBD1224,Protein_export
1841,RVBD2093c,Protein_export
1842,RVBD2903c,Protein_export
1843,RVBD1539,Protein_export
1844,RVBD3025c,Sulfur_relay_system
1845,RVBD0815c,Sulfur_relay_system
1846,RVBD2291,Sulfur_relay_system
1847,RVBD3117,Sulfur_relay_system
1848,RVBD3283,Sulfur_relay_system
1849,RVBD3024c,Sulfur_relay_system
1850,RVBD3119,Sulfur_relay_system
1851,RVBD0866,Sulfur_relay_system
1852,RVBD3109,Sulfur_relay_system
1853,RVBD0869c,Sulfur_relay_system
1854,RVBD3112,Sulfur_relay_system
1855,RVBD1335,Sulfur_relay_system
1856,RVBD0868c,Sulfur_relay_system
1857,RVBD3323c,Sulfur_relay_system
1858,RVBD3206c,Sulfur_relay_system
1859,RVBD3116,Sulfur_relay_system
1860,RVBD3111,Sulfur_relay_system
1861,RVBD0864,Sulfur_relay_system
1862,RVBD3324c,Sulfur_relay_system
1863,RVBD0416,Sulfur_relay_system
1864,RVBD1336,Sulfur_relay_system
1865,RVBD1334,Sulfur_relay_system
1866,RVBD2115c,Proteasome
1867,RVBD2109c,Proteasome
1868,RVBD2110c,Proteasome
1869,RVBD2444c,RNA_degradation
1870,RVBD1023,RNA_degradation
1871,RVBD2783c,RNA_degradation
1872,RVBD1253,RNA_degradation
1873,RVBD1297,RNA_degradation
1874,RVBD2752c,RNA_degradation
1875,RVBD0350,RNA_degradation
1876,RVBD0440,RNA_degradation
1877,RVBD3417c,RNA_degradation
1878,RVBD2984,RNA_degradation
1879,RVBD3232c,RNA_degradation
1880,RVBD3907c,RNA_degradation
1881,RVBD3711c,DNA_replication
1882,RVBD2191,DNA_replication
1883,RVBD1547,DNA_replication
1884,RVBD3721c,DNA_replication
1885,RVBD3644c,DNA_replication
1886,RVBD2413c,DNA_replication
1887,RVBD0002,DNA_replication
1888,RVBD0058,DNA_replication
1889,RVBD2343c,DNA_replication
1890,RVBD0054,DNA_replication
1891,RVBD2478c,DNA_replication
1892,RVBD2228c,DNA_replication
1893,RVBD2902c,DNA_replication
1894,RVBD1629,DNA_replication
1895,RVBD3014c,DNA_replication
1896,RVBD3062,DNA_replication
1897,RVBD0944,Base_excision_repair
1898,RVBD2924c,Base_excision_repair
1899,RVBD3297,Base_excision_repair
1900,RVBD2464c,Base_excision_repair
1901,RVBD3674c,Base_excision_repair
1902,RVBD1317c,Base_excision_repair
1903,RVBD1210,Base_excision_repair
1904,RVBD1259,Base_excision_repair
1905,RVBD2976c,Base_excision_repair
1906,RVBD3589,Base_excision_repair
1907,RVBD1688,Base_excision_repair
1908,RVBD0427c,Base_excision_repair
1909,RVBD0670,Base_excision_repair
1910,RVBD1629,Base_excision_repair
1911,RVBD3014c,Base_excision_repair
1912,RVBD3062,Base_excision_repair
1913,RVBD1020,Nucleotide_excision_repair
1914,RVBD1638,Nucleotide_excision_repair
1915,RVBD1633,Nucleotide_excision_repair
1916,RVBD1420,Nucleotide_excision_repair
1917,RVBD0949,Nucleotide_excision_repair
1918,RVBD3198c,Nucleotide_excision_repair
1919,RVBD3201c,Nucleotide_excision_repair
1920,RVBD1629,Nucleotide_excision_repair
1921,RVBD3014c,Nucleotide_excision_repair
1922,RVBD0861c,Nucleotide_excision_repair
1923,RVBD3062,Nucleotide_excision_repair
1924,RVBD0949,Mismatch_repair
1925,RVBD3198c,Mismatch_repair
1926,RVBD3201c,Mismatch_repair
1927,RVBD1108c,Mismatch_repair
1928,RVBD1107c,Mismatch_repair
1929,RVBD0054,Mismatch_repair
1930,RVBD2478c,Mismatch_repair
1931,RVBD1547,Mismatch_repair
1932,RVBD0002,Mismatch_repair
1933,RVBD3721c,Mismatch_repair
1934,RVBD2413c,Mismatch_repair
1935,RVBD3644c,Mismatch_repair
1936,RVBD3711c,Mismatch_repair
1937,RVBD2191,Mismatch_repair
1938,RVBD3014c,Mismatch_repair
1939,RVBD3062,Mismatch_repair
1940,RVBD0054,Homologous_recombination
1941,RVBD2478c,Homologous_recombination
1942,RVBD0003,Homologous_recombination
1943,RVBD2362c,Homologous_recombination
1944,RVBD3715c,Homologous_recombination
1945,RVBD2737c,Homologous_recombination
1946,RVBD1629,Homologous_recombination
1947,RVBD2593c,Homologous_recombination
1948,RVBD2592c,Homologous_recombination
1949,RVBD2594c,Homologous_recombination
1950,RVBD2973c,Homologous_recombination
1951,RVBD0630c,Homologous_recombination
1952,RVBD0631c,Homologous_recombination
1953,RVBD0629c,Homologous_recombination
1954,RVBD1547,Homologous_recombination
1955,RVBD0002,Homologous_recombination
1956,RVBD3721c,Homologous_recombination
1957,RVBD2413c,Homologous_recombination
1958,RVBD3644c,Homologous_recombination
1959,RVBD3711c,Homologous_recombination
1960,RVBD2191,Homologous_recombination
1961,RVBD1402,Homologous_recombination
1962,RVBD0937c,Non-homologous_end-joining
1963,RVBD0938,Non-homologous_end-joining
1964,RVBD2400c,ABC_transporters
1965,RVBD2399c,ABC_transporters
1966,RVBD2398c,ABC_transporters
1967,RVBD2397c,ABC_transporters
1968,RVBD1857,ABC_transporters
1969,RVBD1858,ABC_transporters
1970,RVBD1859,ABC_transporters
1971,RVBD3759c,ABC_transporters
1972,RVBD3757c,ABC_transporters
1973,RVBD3756c,ABC_transporters
1974,RVBD3758c,ABC_transporters
1975,RVBD2038c,ABC_transporters
1976,RVBD1238,ABC_transporters
1977,RVBD3494c,ABC_transporters
1978,RVBD3495c,ABC_transporters
1979,RVBD3497c,ABC_transporters
1980,RVBD3498c,ABC_transporters
1981,RVBD1967,ABC_transporters
1982,RVBD1968,ABC_transporters
1983,RVBD1969,ABC_transporters
1984,RVBD1970,ABC_transporters
1985,RVBD1971,ABC_transporters
1986,RVBD0170,ABC_transporters
1987,RVBD0173,ABC_transporters
1988,RVBD0174,ABC_transporters
1989,RVBD0591,ABC_transporters
1990,RVBD0593,ABC_transporters
1991,RVBD0594,ABC_transporters
1992,RVBD0589,ABC_transporters
1993,RVBD1966,ABC_transporters
1994,RVBD0169,ABC_transporters
1995,RVBD0171,ABC_transporters
1996,RVBD0592,ABC_transporters
1997,RVBD3499c,ABC_transporters
1998,RVBD3496c,ABC_transporters
1999,RVBD0172,ABC_transporters
2000,RVBD3500c,ABC_transporters
2001,RVBD3501c,ABC_transporters
2002,RVBD1964,ABC_transporters
2003,RVBD1965,ABC_transporters
2004,RVBD0167,ABC_transporters
2005,RVBD0168,ABC_transporters
2006,RVBD0587,ABC_transporters
2007,RVBD0588,ABC_transporters
2008,RVBD0655,ABC_transporters
2009,RVBD2833c,ABC_transporters
2010,RVBD2835c,ABC_transporters
2011,RVBD2834c,ABC_transporters
2012,RVBD2832c,ABC_transporters
2013,RVBD0928,ABC_transporters
2014,RVBD0932c,ABC_transporters
2015,RVBD0934,ABC_transporters
2016,RVBD0929,ABC_transporters
2017,RVBD0935,ABC_transporters
2018,RVBD0930,ABC_transporters
2019,RVBD0936,ABC_transporters
2020,RVBD0820,ABC_transporters
2021,RVBD0933,ABC_transporters
2022,RVBD3666c,ABC_transporters
2023,RVBD3665c,ABC_transporters
2024,RVBD3664c,ABC_transporters
2025,RVBD2325c,ABC_transporters
2026,RVBD2326c,ABC_transporters
2027,RVBD2686c,ABC_transporters
2028,RVBD2687c,ABC_transporters
2029,RVBD2688c,ABC_transporters
2030,RVBD3101c,ABC_transporters
2031,RVBD3102c,ABC_transporters
2032,RVBD1348,ABC_transporters
2033,RVBD1349,ABC_transporters
2034,RVBD0194,ABC_transporters
2035,RVBD1620c,ABC_transporters
2036,RVBD1621c,ABC_transporters
2037,RVBD1819c,ABC_transporters
2038,RVBD2587c,Bacterial_secretion_system
2039,RVBD2586c,Bacterial_secretion_system
2040,RVBD0638,Bacterial_secretion_system
2041,RVBD1440,Bacterial_secretion_system
2042,RVBD0732,Bacterial_secretion_system
2043,RVBD2588c,Bacterial_secretion_system
2044,RVBD3921c,Bacterial_secretion_system
2045,RVBD3240c,Bacterial_secretion_system
2046,RVBD1821,Bacterial_secretion_system
2047,RVBD2921c,Bacterial_secretion_system
2048,RVBD2916c,Bacterial_secretion_system
2049,RVBD2094c,Bacterial_secretion_system
2050,RVBD1224,Bacterial_secretion_system
2051,RVBD2093c,Bacterial_secretion_system
2052,RVBD0490,Two-component_system
2053,RVBD0491,Two-component_system
2054,RVBD0928,Two-component_system
2055,RVBD0932c,Two-component_system
2056,RVBD0934,Two-component_system
2057,RVBD1028c,Two-component_system
2058,RVBD1027c,Two-component_system
2059,RVBD1029,Two-component_system
2060,RVBD1030,Two-component_system
2061,RVBD1031,Two-component_system
2062,RVBD1456c,Two-component_system
2063,RVBD0982,Two-component_system
2064,RVBD0981,Two-component_system
2065,RVBD0983,Two-component_system
2066,RVBD3245c,Two-component_system
2067,RVBD3246c,Two-component_system
2068,RVBD0001,Two-component_system
2069,RVBD0902c,Two-component_system
2070,RVBD0903c,Two-component_system
2071,RVBD1032c,Two-component_system
2072,RVBD1033c,Two-component_system
2073,RVBD0838,Two-component_system
2074,RVBD2498c,Two-component_system
2075,RVBD3075c,Two-component_system
2076,RVBD2332,Two-component_system
2077,RVBD0844c,Two-component_system
2078,RVBD1161,Two-component_system
2079,RVBD1736c,Two-component_system
2080,RVBD1162,Two-component_system
2081,RVBD1164,Two-component_system
2082,RVBD1163,Two-component_system
2083,RVBD1552,Two-component_system
2084,RVBD1553,Two-component_system
2085,RVBD1554,Two-component_system
2086,RVBD1555,Two-component_system
2087,RVBD3132c,Two-component_system
2088,RVBD3133c,Two-component_system
2089,RVBD2918c,Two-component_system
2090,RVBD2919c,Two-component_system
2091,RVBD2220,Two-component_system
2092,RVBD2222c,Two-component_system
2093,RVBD2860c,Two-component_system
2094,RVBD1878,Two-component_system
2095,RVBD1323,Two-component_system
2096,RVBD1074c,Two-component_system
2097,RVBD1867,Two-component_system
2098,RVBD3546,Two-component_system
2099,RVBD0859,Two-component_system
2100,RVBD0914c,Two-component_system
2101,RVBD3523,Two-component_system
2102,RVBD0243,Two-component_system
2103,RVBD3556c,Two-component_system
2104,RVBD2443,Two-component_system
2105,RVBD3676,Two-component_system
2106,RVBD1623c,Two-component_system
2107,RVBD1622c,Two-component_system
2108,RVBD2234,Two-component_system
2109,RVBD0153c,Two-component_system
2110,RVBD0062,Two-component_system
2111,RVBD1017c,Arabinogalactan_biosynthesis_-_Mycobacterium
2112,RVBD3806c,Arabinogalactan_biosynthesis_-_Mycobacterium
2113,RVBD3807c,Arabinogalactan_biosynthesis_-_Mycobacterium
2114,RVBD3790,Arabinogalactan_biosynthesis_-_Mycobacterium
2115,RVBD3791,Arabinogalactan_biosynthesis_-_Mycobacterium
2116,RVBD3631,Arabinogalactan_biosynthesis_-_Mycobacterium
2117,RVBD3436c,Peptidoglycan_biosynthesis/regulation
2118,RVBD3441c,Peptidoglycan_biosynthesis/regulation
2119,RVBD1018c,Peptidoglycan_biosynthesis/regulation
2120,RVBD3818,Peptidoglycan_biosynthesis/regulation
2121,RVBD2201,Peptidoglycan_biosynthesis/regulation
2122,RVBD3910,Peptidoglycan_biosynthesis/regulation
2123,RVBD2154c,Peptidoglycan_biosynthesis/regulation
2124,RVBD0050,Peptidoglycan_biosynthesis/regulation
2125,RVBD3682,Peptidoglycan_biosynthesis/regulation
2126,RVBD0116c,Peptidoglycan_biosynthesis/regulation
2127,RVBD2518c,Peptidoglycan_biosynthesis/regulation
2128,RVBD1433,Peptidoglycan_biosynthesis/regulation
2129,RVBD0192,Peptidoglycan_biosynthesis/regulation
2130,RVBD0483,Peptidoglycan_biosynthesis/regulation
2131,RVBD1477,Peptidoglycan_biosynthesis/regulation
2132,RVBD1478,Peptidoglycan_biosynthesis/regulation
2133,RVBD2190c,Peptidoglycan_biosynthesis/regulation
2134,RVBD0867c,Peptidoglycan_biosynthesis/regulation
2135,RVBD1009,Peptidoglycan_biosynthesis/regulation
2136,RVBD1884c,Peptidoglycan_biosynthesis/regulation
2137,RVBD2389c,Peptidoglycan_biosynthesis/regulation
2138,RVBD2450c,Peptidoglycan_biosynthesis/regulation
2139,RVBD3280,Fatty_acid_biosynthesis/transport
2140,RVBD1483,Fatty_acid_biosynthesis/transport
2141,RVBD2483,Fatty_acid_biosynthesis/transport
2142,RVBD0533c,Fatty_acid_biosynthesis/transport
2143,RVBD3799c,Fatty_acid_biosynthesis/transport
2144,RVBD2245,Fatty_acid_biosynthesis/transport
2145,RVBD2246,Fatty_acid_biosynthesis/transport
2146,RVBD1483,Fatty_acid_biosynthesis/transport
2147,RVBD0635,Fatty_acid_biosynthesis/transport
2148,RVBD0636,Fatty_acid_biosynthesis/transport
2149,RVBD0637,Fatty_acid_biosynthesis/transport
2150,RVBD1484,Fatty_acid_biosynthesis/transport
2151,RVBD0645c,Fatty_acid_biosynthesis/transport
2152,RVBD0644c,Fatty_acid_biosynthesis/transport
2153,RVBD0643c,Fatty_acid_biosynthesis/transport
2154,RVBD0642c,Fatty_acid_biosynthesis/transport
2155,RVBD0470c,Fatty_acid_biosynthesis/transport
2156,RVBD3392c,Fatty_acid_biosynthesis/transport
2157,RVBD0503c,Fatty_acid_biosynthesis/transport
2158,RVBD3801c,Fatty_acid_biosynthesis/transport
2159,RVBD3800c,Fatty_acid_biosynthesis/transport
2160,RVBD2509,Fatty_acid_biosynthesis/transport
2161,RVBD0206c,Fatty_acid_biosynthesis/transport
2162,RVBD3804c,Fatty_acid_biosynthesis/transport
2163,RVBD3802c,Fatty_acid_biosynthesis/transport
2164,RVBD6000,tRNA
2165,RVBD6001,tRNA
2166,RVBD6002,tRNA
2167,RVBD6003,tRNA
2168,RVBD6004,tRNA
2169,RVBD6005,tRNA
2170,RVBD6006,tRNA
2171,RVBD6007,tRNA
2172,RVBD6008,tRNA
2173,RVBD6009,tRNA
2174,RVBD610,tRNA
2175,RVBD6011,tRNA
2176,RVBD6012,tRNA
2177,RVBD6013,tRNA
2178,RVBD6014,tRNA
2179,RVBD6015,tRNA
2180,RVBD6016,tRNA
2181,RVBD6017,tRNA
2182,RVBD6021,tRNA
2183,RVBD6022,tRNA
